state,district,college_name
Gujarat,Gandhinagar,Ananya College Of Physiotherapy
Andhra Pradesh,Anantapur,Sreedevi Degree College Borampalli
Uttar Pradesh,Kanpur Nagar,"SRI P.C. DWIVEDI VIDHI MAHAVIDYALAYA, DEVPALPUR, CHAUBEPUR,"
Rajasthan,Chittaurgarh,BHAGWATI GIRLS TEACHERS TRAINING COLLEGE
Rajasthan,Churu,"Rajasthan College, Sahawa"
Telangana,Medak,Baptist Degree College
Kerala,Kozhikode,"GOVT. ARTS & SCIENCE COLLEGE, MEENCHANDA"
Assam,Nalbari,"Swahid Sowarani College, Bamunbori."
Uttar Pradesh,Shahjahanpur,"JAI JAI RAM MAHAVIDYALAYA, MURADPUR KHUTAR"
Telangana,Rangareddy,London Management Academy
Haryana,Sonipat,THE KRISHNA EDUCATION RESEARCH AND TECHNOLOGICAL INSTITUTE
Odisha,Jharsuguda,Prasanna Panda Law College
Rajasthan,Karauli,"Nirmal T.T. College, Hindauncity, Karauli"
Delhi,East,"AMBEDKAR INSTITUTE OF TECHNOLOGY, SHAKARPUR (OPP MADHUBAN)"
Maharashtra,Mumbai,"Marwadi Sammelan, Sitaram Deora Institute of Management Studies"
Uttar Pradesh,Mathura,"GULKANDI LALA RAM MAHAVIDYALAYA PATLONI, MATHURA"
Assam,Bongaigaon,Indira Gandhi College
Telangana,Warangal,"Ganapathi College of Education, Parkal"
Uttar Pradesh,Ghazipur,"Mulchand Mahavidyalaya, Holipur, Ghazipur"
Kerala,Palakkad,SANJO COLLEGE OF PHARMACEUTICAL STUDIES
Maharashtra,Pune,"Shri Shivaji Shikshan Prasarak Mandals College of Education,Saswad, Tal. Purandar, Dist. Pune 412301"
Andhra Pradesh,Anantapur,"Sri Sai College of Engineering & Technology, Loluru. Anantapur"
Uttar Pradesh,Kanpur Nagar,"BABU SUKHDEV PRASAD VERMA LAW COLLEGE, CHAKERI,"
Tamil Nadu,Vellore,Vivekananda Vidyalaya College of Education
Telangana,Adilabad,Chatrapathi Degree College
Karnataka,Bengaluru Urban,"P E S Institute of Technology, BANGALORE"
Odisha,Sundargarh,U.H.Medical College
Andhra Pradesh,Srikakulam,VAMSADHARA DEGREE COLLEGE
Tamil Nadu,Viluppuram,Sri Rangachinnammal College of Education
Kerala,Pathanamthitta,"Muthoot College of Nursing, Kozhencherry, Pathanamthitta- 689"
Andhra Pradesh,Anantapur,Sri Venkateswara Degree College Guntakal
Tamil Nadu,Tiruvannamalai,"Thiruvalluvar University College of Arts & Science ,Thennangur Village,Vandavasi Taluk-604"
Odisha,Khordha,"Nigam Institute of Engineering and Technology (NIET), Bhubaneswar"
Rajasthan,Jhunjhunun,"Ambika T T College, Jhunjhunun"
Kerala,Pathanamthitta,MATER DEI CMI COLLEGE
Andhra Pradesh,East Godavari,Rankireddy Pattabhiramaiah Degree College
Madhya Pradesh,Satna,"M.C.C.T.M KATNI ROAD,MAIHAR,SATNA"
Himachal Pradesh,Kangra,"Minerva College of Education, Vill Changrara, PO Bhapoo, Teh. Indora, Distt Kangra"
Andhra Pradesh,Kurnool,"AVR & SVR College of Engineering College, Nannur, Kurnool"
Telangana,Adilabad,"CHANDANA DEGREE COLLEGE, BAZARHATHNOOR"
Kerala,Malappuram,"MONTI INTERNATIONAL INSTITUTE OF MANAGEMENT STUDIES, PUTHANANGADI"
Kerala,Kollam,BISHOP BENZIGER COLLEGE OF NURSING
Andhra Pradesh,Kurnool,Raos Degree College
Andhra Pradesh,West Godavari,Rangaraya Degree College
Punjab,Faridkot,"ABBNOOR INSTITUTE OF INFORMATION TECHNOLOGY, FARIDKOT"
Telangana,Nalgonda,"SRI MALLIKARJUNA DEGREE COLLEGE, NAKREKAL"
Telangana,Hyderabad,"Sweekar Academy of Rehabilitation Sciences, Secunderabad"
Uttar Pradesh,Allahabad,"VINDHYAVASINI PRASAD VIDYAKANT PANDIT DEG. COLL. KORAON,"
Andhra Pradesh,Prakasam,ANU PG Campus Ongole
Bihar,Kishanganj,"R. K. Saha Women's College, Kishanganj"
Andhra Pradesh,Anantapur,"Little Flower College of Education for Women, Anantapur"
Bihar,Bhojpur,"Maharaja Law College, Ara"
Andhra Pradesh,East Godavari,Elim College of Education
Assam,Kamrup,Hindustan College
Bihar,Rohtas,"Pr. B.P. Singh College, Simri"
Karnataka,Bengaluru Urban,"M S Ramaiah Institute of Technology, BANGALORE"
Bihar,Rohtas,"V.K.S. Mahila College, Kashi Mednipur"
Chhatisgarh,Janjgir - Champa,"Indira Gandhi Arts /Science College, Rahod"
Madhya Pradesh,Ujjain,"""Mahakal Institute of Pharmaceutical Studies, Karcha farma, Behind Air Strip, Datana Station Road, Ujjain-456010"""
Telangana,Mahbubnagar,NEELAM SANJEEVA REDDY MEMORIAL DEGREE COLLEGE
Maharashtra,Pune,"Vidya Prasarini Sabhas College of Engineering and Technology, Lonavala"
Chhatisgarh,Janjgir - Champa,"GOVERNMENT NAVEEN COLLEGE, NAVAGARH"
Uttar Pradesh,Allahabad,"URMILA LAW COLLEGE,TULSHINAGAR,ALLAHABAD"
Andhra Pradesh,Anantapur,"Sri Chaitanya Degree College, BKS(M), Anantapuramu."
Assam,Barpeta,Harendra Citra College
Uttar Pradesh,Kanpur Nagar,"PT. R.K. SHUKLA COLLEGE OF LAW, AMILIHA, CHAUBEPUR,"
Bihar,Madhepura,"R.P.M. College, Tuniyahi"
Tamil Nadu,Chennai,"BHARAT EDUCATION AND RESEARCH FOUNDATION (Inst. Code - 358), CHENNAI"
Karnataka,Mandya,"Government First Grade College, K.R Pet"
Rajasthan,Tonk,"Dev Kanya P.G. Mahavidyalaya, Deoli"
Uttar Pradesh,Kanpur Nagar,"GAYA PRASAD VIDHI MAHAVIDYALAYA, DHUKAPUR, SHIVRAJPUR, PURA,"
Telangana,Adilabad,"S.K.E. Degree College, Sirpur Kaghaznagar 504"
Karnataka,Gadag,"PPG College of Education, Gadag."
Chhatisgarh,Bilaspur,"GOVT.B.SC.NURSING COLLEGE, CIMS CAMPUS, BILASPUR"
Rajasthan,Churu,"Indian T.T. College, Churu"
Madhya Pradesh,Chhatarpur,SRAJAN MAHAVIDHYALAYA
Maharashtra,Wardha,"Yashwant College, Waigaon"
Tamil Nadu,Thanjavur,"Rajah's College, Thiruvaiyaru - 613 204."
Rajasthan,Alwar,"Karam Vidya Mandir Shikshan Sansthan, Alwar"
Haryana,Karnal,GURU BRAHMANAND KANYA MAHAVIDYALAYA
Maharashtra,Pune,"Subhadra Education Societys S.N.B.P.College of Management, Morwadi, Pimpri, Pune 411018"
Odisha,Jajapur,"Kadambini Pal Women's College,Rajatota,Jajpur"
Odisha,Sambalpur,L.R.Law College
Odisha,Khordha,"BRM Institute of Management and Information Technology (BRMIMIT), Bhubaneswar"
Andhra Pradesh,Guntur,Chebrolu Hanumaiah College of Pharmaceutical Sciences
Telangana,Khammam,"Ushasri Degree College, Kallauru (V&M)"
Himachal Pradesh,Solan,"Govt. Sanskrit College, Solan"
Andhra Pradesh,Prakasam,Priyanka College of Education
Andhra Pradesh,Guntur,S.N.B.T.M. College of Education
Andhra Pradesh,Prakasam,S.V.K.P. Degree College
Assam,Nagaon,Kampur College
Tamil Nadu,Tiruchirappalli,New Ideal College of Education
Andhra Pradesh,Prakasam,Amrutha Degree College
Andhra Pradesh,Guntur,"Mittapalli Lakshmaiah & Sons Degree College, Piduguralla"
Andhra Pradesh,Visakhapatnam,Sheela mantula Veera Suryavatamma Degree College
Madhya Pradesh,Mandsaur,"Jain Arts , Commerce & Science College, Mandsaur"
Karnataka,Vijayapura,"SHRI SHIVAYOGI SANGAMARYA VIDYA SAMSTHAs SHRI H S PATIL ARTS DEGREE COLLEGE FOR WOMEN, TALIKOTI"
Uttar Pradesh,Moradabad,"Govt. Mahavidyalaya , Sambhal"
Andhra Pradesh,West Godavari,K.A. & H.L. DEGREE COLLEGE
Tamil Nadu,Kancheepuram,Annai Veilankannis College of Education
Bihar,Saharsa,"B.S. College, Simraha"
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sun Institute of Pharmaceutical Education & Research
Kerala,Thiruvananthapuram,GREGORIAN COLLEGE OF ADVANCED STUDIES
Tamil Nadu,Kancheepuram,Dhanalakshmi College of Engineering
Rajasthan,Nagaur,Seth Shri Surajmal Tapadiya Sanskrit UG college
Andhra Pradesh,East Godavari,Aditya College of Education
Tamil Nadu,Tirunelveli,Mahakavi Bharathiyar College of Engineering and Technology
Telangana,Adilabad,"N.B.R. Degree College, Shastri Nagar, Nirmal"
Kerala,Pathanamthitta,HOLY CROSS COLLEGE OF NURSING
Rajasthan,Hanumangarh,Saraswati Girls College
Maharashtra,Osmanabad,"Shramjivi Shikshan Prasarak Mandal's College of Eduation, Omerga."
Kerala,Kozhikode,RED CRESCENT COLLEGE OF NURSING
Telangana,Khammam,"Sri Gowthami Degree College, Kunavaram, Khammam"
Chhatisgarh,Bilaspur,CHHATTISGARH INSTITUTE OF MEDICAL SCIENCE (CIMS)
Tamil Nadu,Kanniyakumari,Muslim College of Education
Maharashtra,Thane,"JAN UTKARSHA PRABODHINI ARTS SCICE AND COMMERCE COLLEGE, THANE"
Telangana,Nalgonda,"RKLK COLLEGE OF EDUCAITON, SURYAPET"
Maharashtra,Yavatmal,"Jagdamba Shikshan Mahavidyalaya, Kalamb"
Madhya Pradesh,Bhopal,GANDHI INSTITUTION OF SCIENCE & TECHNOLOGY BHOPAL
Andhra Pradesh,Prakasam,Sri Gayatri Vidya Parishad Degree College
Tamil Nadu,Vellore,SHREE RAAMACHANDRA COLLEGE OF EDUCATION
Karnataka,Bengaluru Urban,M R Ambedkar Dental College & Hospital Institute
Rajasthan,Udaipur,B.N. LAW COLLEGE
Andhra Pradesh,West Godavari,"ADITYA DEGREE COLLEGE, PALAKOL"
Uttar Pradesh,Allahabad,"T.N. SINGH EDUCATION COLLEGE,MEJA, ALLAHABAD"
Andhra Pradesh,Visakhapatnam,Raghu Degree College
Andhra Pradesh,Chittoor,"Sri Venkateswara College of Nursing, Tirupati Road"
Kerala,Idukki,"Holy Family College of Nursing, Muthalakodam P.O., Thodupuzha,ldukki -685"
Kerala,Thiruvananthapuram,SP FORT COLLEGE OF NURSING
Uttar Pradesh,Hardoi,"PT PARMESHWAR DEEN LAW COLLEGE, ATRAULI"
Rajasthan,Alwar,"Gargi Girls College, Alwar"
Andhra Pradesh,Prakasam,Sri Prasannanjaneya Degree College
Rajasthan,Nagaur,Seema Shiksha Shastri and B.ed College
Madhya Pradesh,Sehore,GURUKUL INSTITUTION OF SCIENCE & TECHNOLOGY
Telangana,Khammam,"KLR Institute of Management & IT, Ramavaram, Kothagudem, Khammam Dist."
Telangana,Nalgonda,"RKLK DEGREE COLLEGE, SURYAPET"
Rajasthan,Tonk,Abhigyan Mahavidyalaya
Himachal Pradesh,Shimla,"Nehru Govt. Sanskrit College, Phagli, Shimla"
Karnataka,Bidar,"Gujjamma Education Society's Women's BEd College, Bhalki"
Andhra Pradesh,Guntur,Sri Venkateswara Balakuteer College of Education
Uttar Pradesh,Meerut,"GYAN BHARTI INSTITUTE OF MANAGEMENT STUDIES, JEWARI, KHIRWA ROAD, KANKER KHEDA, MEERUT"
Andhra Pradesh,Guntur,Sri Karthikeya Degree College - Guntur
Andhra Pradesh,Y.S.R.,Panchasheela College of Education
Maharashtra,Pune,"Shri Anand Vidya Prasarak Mandals Sancheti College of Arts, Commerce & Science ,Thergaon,Chinchwad,Pune"
Rajasthan,Churu,"Lehri T.T. College, 237 Hisar Road"
Andhra Pradesh,Guntur,"Tiyyagura Sitarami Reddy Degree College, Piduguralla"
Himachal Pradesh,Bilaspur,"Shri. Saraswati Sanskrit Degree College, Dangar, Teh. Ghurmarwin. Distt Bilaspur"
Punjab,Jalandhar,PCM SD College for Women Jalandhar
Telangana,Mahbubnagar,"Vijeta Degree College, Wanaparthy"
Rajasthan,Sikar,"Adarsh Mahavidyalaya, Sikar"
Telangana,Adilabad,"LMR DEGREE COLLEGE, KANNAPUR KADAM(M)"
Telangana,Rangareddy,Gyana Jyothi College of Pharmacy
Maharashtra,Wardha,"Smt Savitarani Narayandas Javandhia Arts Commerce College, Devli"
Andhra Pradesh,Y.S.R.,Vikas B.P.Ed College
Tamil Nadu,Cuddalore,"Krishanasamy college of Science,Arts &Management for women,Nellikuppam High oad,S.Kumarapuram-"
Telangana,Nalgonda,SRI CHAITANYA DEGREE COLLEGE MIRYALGUDA
Andhra Pradesh,Prakasam,Indira Priyadarsni Law College
Rajasthan,Jhunjhunun,"Shri Ramakant Vyas Women TT College, Jhunjhunun"
Odisha,Nayagarh,"P.S. College, Khandapara, Nayagarh"
Rajasthan,Tonk,Vivek Mahavidyalaya
Rajasthan,Jhalawar,"Government College, Manoharthana"
Karnataka,Vijayapura,"SVVSS SRI SHANKARAPPA REVAPPA MALAGI ARTS COLLEGE, TAMBA"
Punjab,Muktsar,"National College of Information Technology, Muktsar"
Telangana,Mahbubnagar,"Kotha Kota Sri Vidya Degree College, Kothakota"
Andhra Pradesh,Guntur,Krishnaveni Degree College
Maharashtra,Pune,"Naigaon Education Societys Arts and Commerce College, Daund, Dist Pune"
Karnataka,Mysuru,Farooquia Dental College
Rajasthan,Churu,"S.S.C. Balaram Arya Girls College, Chandgothi"
Andhra Pradesh,Guntur,"Krishnaveni Degree College, Vinukonda"
Andhra Pradesh,Vizianagaram,T.P.College of Education
Telangana,Mahbubnagar,"SVS Medical College, Mahabubnagar"
Rajasthan,Tonk,"Dev Kanya Shikshak Prashikshan Mahavidyalaya, Deoli"
Chhatisgarh,Janjgir - Champa,"Utkarsh Shiksha Mahavidyalaya, Naila Road, Sarkho"
Rajasthan,Chittaurgarh,Sri Nath Shikshaka Prashikshana Mahavidyalaya
Uttar Pradesh,Meerut,"CH.BASIR KHAN MAHAVIDYALAYA HARRA, TEHSIL-SARDHANA, MEERUT"
Andhra Pradesh,Guntur,"M.S.R. Degree College, Bapatla"
Tamil Nadu,Chennai,ANNAI VIOLET COLLEGE FOR WOMEN
Maharashtra,Nagpur,K D Pawar Physical Education College Saoner
Madhya Pradesh,Gwalior,JB INSTITUTE OF TECHNOLOGY AND MANAGEMENT
Karnataka,Vijayapura,"SPVV SANGHA'S G P PORWAL BCA COLLEGE, SINDAGI"
Rajasthan,Nagaur,PRABHAKAR DEGREE COLLEGE
Madhya Pradesh,Gwalior,DAYAL NURSING COLLEGE
Madhya Pradesh,Gwalior,"V E E ACEDEMY, SHIVPURI LINK ROAD"
Telangana,Warangal,"Bhargavi Degree College, Kishanpura, Hanamkonda 506"
Karnataka,Belagavi,Shri J G Co-operative Ayurvedic Medical College
Telangana,Khammam,"Gowthami Degree College, Laxmidevipally, Kothagudem"
Andhra Pradesh,Kurnool,"Madina College of Education, Brambanakotkur"
Madhya Pradesh,Satna,CHITRAKOOT INSTITUTE OF COMPUTER SCIENCE AND TECHNOLOGY
Madhya Pradesh,Rewa,"YAMUNA PRASAD SHASTRI COLLEGE SIRMAUR,REWA"
Andhra Pradesh,Vizianagaram,Sri Uma Bharathi Degree College
Telangana,Adilabad,"Vivekananda Degree College, Vidhyanagar colony, Echoda (V&M)"
Andhra Pradesh,Anantapur,VIGNAN DEGREE COLLEGE O.D CHERUVU
Andhra Pradesh,Kurnool,HAJIKAREEM COLLEGE OF EDUCATION
Rajasthan,Jodhpur,"Government College, Bhopalgarh"
Rajasthan,Chittaurgarh,"SHRINATH TEACHERS TRAINING COLLEGE, BARI SADRI"
Bihar,Bhojpur,"Kunwar Singh College, Ara"
Bihar,Rohtas,"Patel College,Ghusiakhurd, Bikramganj"
Rajasthan,Bhilwara,"Indira Professional Sansthan, Gulabpura"
Telangana,Rangareddy,Avanthi's PG & Research Academy
Chhatisgarh,Bilaspur,"D.L.S. College, Bilaspur"
Andhra Pradesh,Kurnool,LITTLE FLOWER COLLEGE OF EDUCATION
Kerala,Thiruvananthapuram,KIMS COLLEGE OF NURSING
Telangana,Nalgonda,BHARATHI DEGREE COLLEGE (C CODE 4092)
Odisha,Kandhamal,"K.I.G.M. Degree College, Linepada"
Andhra Pradesh,Guntur,Modern Degree College
Haryana,Jind,"Rajiv Gandhi Mahavidyalaya, Uchana Kalan"
Telangana,Rangareddy,Avanthi Institute of Pharmaceutical Sciences
Karnataka,Raichur,"NANDINI COLLEGE OF NURSING, RIACHUR"
Maharashtra,Pune,"Progressive Education Societys Institute of Management and Career Development, Sector 21,Yamunanagar, Modern High School Compound, Nigdi, Pune 411044"
Chhatisgarh,Surguja,"GOVT.B.SC. NURSING COLLEGE, NAMNA RING ROAD, AMBIKAPUR"
Maharashtra,Bid,"Anand Charitable Trust Ashati's Arts,Science & Commerce College, Amalner."
Rajasthan,Udaipur,"INDO AMERICAN INSTITUTE, OPP. SNEH RESORTS, NH-8 VILLAGE, BALICHA, UDAIPUR"
Andhra Pradesh,Visakhapatnam,"Emmenual Degree College, Tamavaram"
Rajasthan,Jaipur,"Malviya COllege for Girls, Jaipur"
Rajasthan,Chittaurgarh,"R.N.T. COLLEGE OF B.ED. ,SECTOR NO. 5 GANDHI NAGAR"
Andhra Pradesh,Guntur,"PANDIT SUBBAREDDY COLLEGE , KONDAMODU"
Andhra Pradesh,East Godavari,St.Pauls Degree College
Andhra Pradesh,Kurnool,"Ravindra Degree College for Women,"
Andhra Pradesh,Guntur,"Radha Degree College, Vinukonda"
Andhra Pradesh,Kurnool,SIDDHARTHA DEGREE COLLEGE
Andhra Pradesh,Guntur,Repalle Christian College
Telangana,Rangareddy,Avanthi's Scientific Technological & Research Academy
Rajasthan,Jodhpur,"Marwar Shikshak Prakshikshan Mahavidyalaya, 107, Kamala Nehru Nagar, Jodhpur"
Telangana,Khammam,"SRI PULIPATI PRASAD ARTS AND SCIENCE DEGREE COLLEGE, KONIJERLA"
Maharashtra,Raigarh,Dr.Babasaheb Ambedkar College of Arts Sience and Commerce Mahad Dist Raigad
Telangana,Mahbubnagar,"MASTERS DEGREE COLLEGE,AMANGAL"
Telangana,Rangareddy,Avanthi Institute of Engineering & Technology
Rajasthan,Chittaurgarh,"S.P. COLLEGE, BARI SADRI"
Andhra Pradesh,Guntur,"S.B.G. Degree College, Sattenapalli"
Uttar Pradesh,Ghaziabad,"TEJPAL SINGH TYAGI KUSHAL PAL SINGH TYAGI MEMORIAL DEGREE COLLEGE, MURADNAGAR, GHAZIABAD"
Rajasthan,Jhunjhunun,"Shri Krishna Shiksha Samiti Mahavi., Jhunjhunun"
Rajasthan,Alwar,"CHANDRA IT EDUCATION TRUST , ALWAR"
Assam,Barpeta,Milanjyoti College
Andhra Pradesh,Guntur,S.G.T. & J.V.B.College
Andhra Pradesh,Visakhapatnam,ABM Degree College
Madhya Pradesh,Dhar,DAKSH ACADEMY DHAR
Andhra Pradesh,Vizianagaram,Vidwan Degree College
Rajasthan,Jaipur,"Shiv Saaraswati Mahila TT College, Jaipur"
Madhya Pradesh,Hoshangabad,"ACADEMY OF JOURNALISM & BROADCAST COMMUNICATION, HOSHANGABAD"
Madhya Pradesh,Guna,SPARSH INSTITUTE OF IT EDUCATION
Telangana,Khammam,"SRI RAMA GOWTHAMI DEGREE COLLEGE, WAZEED"
Andhra Pradesh,Prakasam,"S.V.K.P P.G College, Cumbum"
Telangana,Mahbubnagar,"Ushodaya College of Education, Wanaparthy"
Andhra Pradesh,West Godavari,Sanjeeva Reddy College of Physical Education
Andhra Pradesh,Kurnool,"St.Peters College of Education, Adoni"
Andhra Pradesh,Prakasam,S.V.K.P. College
Karnataka,Vijayapura,"SKDV TS SRI VISHWAKARMA FIRST GRADE COLLEGE, HUVIN HIPARAGI"
Kerala,Palakkad,"RAJIV GANDHI MEMORIAL GOVT. ARTS AND SCIENCE COLLEGE, ATTAPPADI"
Chhatisgarh,Bilaspur,"GOVERNMENT COLLEGE, FASTERPUR"
Andhra Pradesh,Kurnool,"SARM College of Education, Allagadda"
Telangana,Khammam,"SRI KRISHNA GOWTHAMI DEGREE COLLEGE, DAMMUGUDEM"
Andhra Pradesh,Kurnool,Prathibha Arts and Science College
Andhra Pradesh,Guntur,K.L.N. Sanskrit College
Jharkhand,Giridih,"G.D. BAGARIA T.T. COLLEGE, GIRIDIH"
Andhra Pradesh,Guntur,"M.A.M College of Pharmacy, Narsaraopet"
Andhra Pradesh,Guntur,M.V.G.R. Degree College
Andhra Pradesh,Guntur,"M.V.R Degree College, Karlapalem"
Andhra Pradesh,Guntur,"S V R DEGREE COLLGE , SATTENAPALLI"
Andhra Pradesh,Kurnool,Silver Jubilee Degree College (Autonomous)
Andhra Pradesh,Guntur,A.G.K.M.College
Andhra Pradesh,Guntur,A.M Reddy College of Education
Andhra Pradesh,Sri Potti Sriramulu Nellore,Priyadarshini College of Engineering (G1) Sullurpet
Andhra Pradesh,Guntur,A.M. Reddy Memorial College of Pharmacy
Andhra Pradesh,Guntur,A.P.Residential Degree College
Andhra Pradesh,Guntur,A.S.M & A.W. D Women's Degree College
Bihar,Aurangabad,"V.K.S.College, Rafiganj"
Andhra Pradesh,Guntur,Abhyudaya Mahila Degree College
Andhra Pradesh,Guntur,Acharya N.G.Ranga College of Education
Andhra Pradesh,Guntur,Adarsa Degree College for Women
Andhra Pradesh,Prakasam,Adarsa College of Education
Andhra Pradesh,Prakasam,AL Momin College of Education
Andhra Pradesh,Prakasam,"Alpha College of Education, Kanigiri"
Bihar,Muzaffarpur,"Syamnandan Sahay College, Muzaffarpur"
Uttar Pradesh,Meerut,"Shahid Mangal Pandey Government Mahila Mahavidyalaya, Meerut Mob. No.9412456314"
Andhra Pradesh,Y.S.R.,Priyadarshini Degree College
Karnataka,Dakshina Kannada,"Mahalasa Chitrakala Mandira, Mangalore"
Rajasthan,Jaipur,"HANS LAW COLLEGE, KOTPUTLI"
Madhya Pradesh,Balaghat,SAMPOORNA COMPUTER'S EDUCATIONAL GROUP BHOPAL
Rajasthan,Hanumangarh,"Chandu Ram Suthar Memorial College, Chhanibadi"
Maharashtra,Aurangabad,"Bhartiya Gramin Punarrachana Sanstha's Jivanvikas College of Arts, Commerce & Science"
Andhra Pradesh,Kurnool,"Satyam College of Education, Kodumur"
Telangana,Adilabad,"S.R. Degree College, Khanapur (V&M),"
Rajasthan,Jaipur,Biff & Bright College of Technical Education
Andhra Pradesh,Prakasam,Alpha Degree College
Andhra Pradesh,Guntur,Aman Showkath B.Ed College
Madhya Pradesh,Dindori,MICROTECH COMPUTER ACADEMY
Rajasthan,Ganganagar,"SHRI SHYAM DEGREE COLLEGE, MOKALSAR"
Punjab,Ludhiana,"Shri Guru Ram Das Institute of Mgt & Tech, VPO- Halwara"
Andhra Pradesh,Prakasam,Hazarath Ameeruddin College of Education
Andhra Pradesh,Prakasam,G.V.& A.D.S.L. College of Education
Andhra Pradesh,Prakasam,Devathi Venkata Subbiah College of Education
Andhra Pradesh,Prakasam,Chegireddy Linga Reddy Instt of Management
Uttar Pradesh,Bulandshahr,A.K.P. College Khurja (Bulandshahr) Mob. No.9410484074 05732-247136
Andhra Pradesh,Guntur,C.I.L.For Rural Management
Andhra Pradesh,Prakasam,BMRM Jhansi B.Ed College
Andhra Pradesh,Guntur,Bhashyam College of Education
Andhra Pradesh,Guntur,Bapuji College of Education
Chhatisgarh,Raipur,"C.G. COLLEGE OF NURSING, SECT.-02, BAJAJ COLONY, NEW RAJENDRA NAGAR"
Andhra Pradesh,Guntur,B.S.S.B College
Rajasthan,Jaipur,"Sant Kabir P G Mahavidyalaya, Jaipur"
Kerala,Kozhikode,AL IRSHAD ARTS AND SCIENCE COLLEGE FOR WOMEN
Madhya Pradesh,Bhopal,"Indira Priya Darshani College, Shahjhanabad, Bhopal"
Andhra Pradesh,Prakasam,Asha College of Education
Andhra Pradesh,Prakasam,"Govt. Degree College, Kanigiri"
Andhra Pradesh,Guntur,"DHANALAKSHMI COLLEGE OF EDUCATION , MUPPALLA"
Andhra Pradesh,Prakasam,Chaitanya College of Education
Andhra Pradesh,Guntur,Anitha Venkateswara College of Eduation
Assam,Kamrup,Rampur Anchalik College
Andhra Pradesh,Prakasam,Amrutha College of Education
Andhra Pradesh,Kurnool,"Silver Jubilee College (PG), Kurnool"
Rajasthan,Bharatpur,"TPS MAHAVIDYALAY COLLEGE, HALENA"
Telangana,Khammam,"Sri Kakatiya Degree College, Bhadrachalam (Gowthami, Nelakondapally)"
Andhra Pradesh,Kurnool,"Sree Rayalaseema Christian College of Education, Kurnool"
Andhra Pradesh,Kurnool,"Venkataratna College of Education, Kurnool"
Madhya Pradesh,Ratlam,PRANJAL INFORMATION TECHNOLOGY
Kerala,Ernakulam,"C.E.T. College of Management, Science & Technology, Airapuram,P.O, Perumbavoor- 683541"
Maharashtra,Jalna,"Rajkunwar Bahuddeshiya Sevabhavi Sanstha's Shivraj College of B.B.A.& B.C.A., Partur."
Andhra Pradesh,East Godavari,Vignan Institute of Science & Arts
Kerala,Thiruvananthapuram,"PRS College of Engineering and Technology, Dalumukham, Neyyattinkara"
Kerala,Palakkad,K T N COLLEGE OF PHARMACY
Karnataka,Bengaluru Urban,Mahatma Gandhi Professional College of Nursing
Haryana,Kurukshetra,Seth Banarsi Dass Institute of Management & Technology
Andhra Pradesh,East Godavari,C.B.R.Degree College
Andhra Pradesh,East Godavari,Aadilakshmi college of Education
Haryana,Mahendragarh,B.P.S. COLLEGE OF EDUCATION
Telangana,Warangal,"Pingle Government Degree College for Women, Waddepally, Warangal"
Andhra Pradesh,Visakhapatnam,Sree Kasyap Degree College
Andhra Pradesh,Anantapur,"Sonia Gandhi Degree College, Kanekal"
Maharashtra,Pune,"Mandke Human Happiness Foundations Arts, Science and Commerce College, Pune"
Kerala,Kozhikode,"SDSM WOMENS COLLEGE, VELLANUR, KOZHIKODE"
Kerala,Kannur,"College of Nursing Kannur Medical College, (A unit of Prestige Educational Trust), Anjarakandy, Post Mamba, Kannur"
Maharashtra,Nashik,H H SRI SRI MURLIDHARA SWAMIJI COLLEGE OF HORTICULTURE
Andhra Pradesh,Srikakulam,GOVERNMENT COLLEGE FOR WOMEN
Andhra Pradesh,Vizianagaram,S.A.R. College Of Education
Kerala,Kasaragod,C K NAIR ARTS AND MANAGEMENT COLLEGE
Andhra Pradesh,Anantapur,"A.M. Linganna College of Education, Hindupur"
Andhra Pradesh,Srikakulam,B.S. & J.R. DEGREE COLLEGE
Andhra Pradesh,Srikakulam,SRI VENKATA SAI DEGREE COLLEGE
Chhatisgarh,Bilaspur,"S S COLLEGE OF EDUCATION, SARBAHARA"
Uttar Pradesh,Saharanpur,Shri Roopram Institute of Education
Andhra Pradesh,Srikakulam,THAMMI NAIDU VIDYA DEGREE COLLEGE
Andhra Pradesh,Kurnool,"RGM Group of Institutions, Nandyal"
Andhra Pradesh,Srikakulam,GOVERNMENT DEGREE & P.G. COLLEGE FOR WOMEN
Andhra Pradesh,Vizianagaram,Siriki College of Education for Women
Maharashtra,Ahmadnagar,"AKOLE TALUKA EDUCATION SOCIETYS TECHNICAL CAMPUS, AHMEDNAGAR"
